krd_id;mno;valor;pb;vade;lcy_tutar;usd_tutar;valor_dt_usd_tutar;anapara_risk;faiz_risk
414107;5939;2025-05-10;USD;2026-05-05;1977844.37;1977844.37;1977844.37;1977844.37;66356.68
440799;5939;2025-05-26;CNY;2026-05-21;3004015.23;400003.19;200001.6;1502007.61;197288.7
443223;5939;2025-06-12;TRY;2027-06-02;1423799.6;42656.32;31992.24;1067849.7;301413.93
291599;5939;2025-09-11;CNY;2026-09-06;2558077.25;334470.07;334470.07;2558077.25;375397.84
353169;5939;2025-11-09;CNY;2026-11-04;578402.66;90361.25;90361.25;578402.66;163369.83
348056;5939;2026-02-14;EUR;2027-02-09;99909.08;115673.24;115673.24;99909.08;7488.19
316831;6152;2024-01-12;EUR;2026-01-01;2796973.34;3010990.79;3010990.79;2796973.34;1115432.97
244778;6152;2024-01-16;TRY;2025-01-10;1375264.47;46390.33;0.0;0.0;0.0
432984;6152;2024-01-30;EUR;2025-01-24;596449.25;642088.06;0.0;0.0;0.0
228409;6152;2024-02-04;EUR;2029-02-02;3191139.38;3610938.03;2407292.02;2127426.25;351238.07
242034;6152;2024-02-05;EUR;2029-02-03;537399.03;608094.59;405396.39;358266.02;18916.45
260885;6152;2024-04-13;TRY;2025-04-08;4843600.79;162602.96;0.0;0.0;0.0
325066;6152;2024-07-15;CNY;2029-07-14;2773096.4;356892.17;277582.8;2156852.76;517692.59
548397;6152;2024-07-17;EUR;2025-07-12;3460594.28;3447988.42;0.0;0.0;0.0
487858;6152;2024-08-25;CNY;2025-08-20;497743.21;70511.19;0.0;0.0;0.0
323190;6152;2024-10-15;USD;2025-10-10;2165711.96;2165711.96;0.0;0.0;0.0
295968;6152;2024-10-17;CNY;2025-10-12;2088931.11;270134.41;0.0;0.0;0.0
504338;6152;2024-11-22;TRY;2026-11-12;1925911.06;63243.12;31621.56;962955.53;123354.6
462745;6152;2024-12-22;CNY;2025-12-17;2318558.76;333747.51;0.0;0.0;0.0
192282;6152;2025-03-29;EUR;2026-03-24;4937571.95;5172442.82;5172442.82;4937571.95;871234.57
291670;6152;2025-04-06;EUR;2026-04-01;2895123.67;2961506.18;2961506.18;2895123.67;21713.43
334248;6152;2025-07-04;USD;2026-06-29;1148583.41;1148583.41;574291.7;574291.7;134384.26
120088;6152;2025-07-19;EUR;2030-07-18;2763408.09;3001753.25;2668225.11;2456362.75;733852.02
322226;6152;2025-08-16;USD;2026-08-11;244905.85;244905.85;244905.85;244905.85;58899.86
194278;6152;2025-10-25;USD;2026-10-20;290270.41;290270.41;290270.41;290270.41;108285.38
255206;6152;2025-10-27;EUR;2027-10-17;507652.07;570590.68;570590.68;507652.07;117445.31
263643;6152;2025-11-06;CNY;2026-11-01;3985196.85;622589.39;622589.39;3985196.85;443552.41
414553;6152;2025-12-08;TRY;2026-12-03;4626114.1;124533.99;124533.99;4626114.1;584972.13
420352;6152;2026-02-08;USD;2028-01-29;952670.44;952670.44;952670.44;952670.44;396310.9
508382;6152;2026-02-19;TRY;2027-02-14;1609768.49;45251.65;45251.65;1609768.49;600363.16
305553;6258;2024-01-06;USD;2024-12-31;2744488.29;2744488.29;0.0;0.0;0.0
226955;6258;2024-01-15;EUR;2029-01-13;3748890.02;4035745.77;2690497.18;2499260.01;828671.31
372532;6258;2024-03-11;EUR;2025-03-06;2789843.19;3037655.66;0.0;0.0;0.0
320791;6258;2024-03-25;USD;2026-03-15;1925905.92;1925905.92;481476.48;481476.48;12855.42
381642;6258;2024-04-26;TRY;2025-04-21;2193853.68;73649.16;0.0;0.0;0.0
463297;6258;2024-05-22;CNY;2026-05-12;463118.81;63702.06;15925.52;115779.7;3829.41
184239;6258;2024-06-18;EUR;2025-06-13;717125.04;789263.86;0.0;0.0;0.0
347493;6258;2024-06-24;EUR;2026-06-14;2955254.18;3252536.44;813134.11;738813.55;32406.21
228610;6258;2024-07-01;EUR;2025-06-26;2274793.53;2266507.17;0.0;0.0;0.0
330200;6258;2024-08-02;TRY;2025-07-28;4860593.44;152440.9;0.0;0.0;0.0
174316;6258;2024-09-21;TRY;2025-09-16;494767.01;14873.99;0.0;0.0;0.0
133982;6258;2024-11-13;EUR;2025-11-08;3598683.17;4078858.17;0.0;0.0;0.0
474608;6258;2024-11-14;USD;2026-11-04;3930348.88;3930348.88;1965174.44;1965174.44;451204.05
403730;6258;2024-12-25;CNY;2025-12-20;4933605.78;710173.34;0.0;0.0;0.0
538410;6258;2024-12-26;TRY;2025-12-21;188547.64;5625.25;0.0;0.0;0.0
323567;6258;2025-01-02;USD;2030-01-01;2754451.15;2754451.15;2142350.89;2142350.89;447810.85
498160;6258;2025-01-16;TRY;2026-01-11;2100006.67;64203.11;0.0;0.0;0.0
211594;6258;2025-03-19;TRY;2026-03-14;3728953.47;112087.96;112087.96;3728953.47;586937.28
196778;6258;2025-04-28;USD;2030-04-27;1574165.64;1574165.64;1399258.35;1399258.35;92288.86
355323;6258;2025-06-04;TRY;2026-05-30;4117589.82;123360.91;123360.91;4117589.82;287819.53
521686;6258;2025-07-21;USD;2032-07-19;4634995.57;4634995.57;4634995.57;4634995.57;1829896.25
229776;6258;2025-08-12;EUR;2026-08-07;4324144.31;5308273.29;5308273.29;4324144.31;1868246.55
168833;6258;2025-09-18;EUR;2026-09-13;1380157.27;1391127.4;1391127.4;1380157.27;211026.05
459162;6258;2025-09-26;USD;2026-09-21;1395897.64;1395897.64;1395897.64;1395897.64;191866.13
434218;6258;2025-10-14;TRY;2027-10-04;2610045.1;73888.09;73888.09;2610045.1;1146201.31
171172;6258;2025-12-06;TRY;2027-11-26;710726.11;19132.59;19132.59;710726.11;296834.76
368058;6258;2026-01-04;USD;2026-12-30;2102561.55;2102561.55;2102561.55;2102561.55;786568.28
394969;6258;2026-02-04;CNY;2033-02-02;2395575.84;328308.58;328308.58;2395575.84;261237.55
337065;6282;2023-12-15;EUR;2024-12-09;692214.99;757949.88;0.0;0.0;0.0
530930;6282;2023-12-27;USD;2024-12-21;3198482.45;3198482.45;0.0;0.0;0.0
526255;6282;2024-01-24;EUR;2026-01-13;4924888.4;5301728.62;0.0;0.0;0.0
251366;6282;2024-03-13;CNY;2025-03-08;4407085.83;621242.68;0.0;0.0;0.0
264683;6282;2024-03-13;USD;2029-03-12;2353016.73;2353016.73;1568677.82;1568677.82;288218.4
264187;6282;2024-05-31;EUR;2025-05-26;616899.42;678596.69;0.0;0.0;0.0
476724;6282;2024-06-23;USD;2025-06-18;922832.99;922832.99;922832.99;922832.99;414167.45
540567;6282;2024-08-24;USD;2025-08-19;2716573.9;2716573.9;0.0;0.0;0.0
347389;6282;2024-10-07;CNY;2025-10-02;555708.64;71862.6;0.0;0.0;0.0
460384;6282;2024-10-09;USD;2025-10-04;3481563.59;3481563.59;0.0;0.0;0.0
417582;6282;2025-02-07;USD;2027-01-28;1162028.14;1162028.14;581014.07;581014.07;13465.0
458454;6282;2025-02-21;CNY;2032-02-20;2669464.64;344268.21;306016.19;2372857.46;202062.0
467434;6282;2025-05-09;TRY;2027-04-29;859996.22;25392.21;19044.16;644997.17;56574.31
325993;6282;2025-06-27;EUR;2027-06-17;3717325.99;4475505.29;3356628.97;2787994.49;761749.79
