krd_id;mno;pb;commitment_tutar
431259;7865;CNY;293990.76
151447;7865;TRY;1675699.47
322713;7865;TRY;506075.26
379686;7865;TRY;67196.1
444332;7865;TRY;1327258.41
327406;7865;TRY;700438.89
488976;7865;EUR;304439.99
359466;7865;CNY;474858.29
246011;7865;CNY;325621.32
179059;7865;CNY;243188.41
434787;7865;EUR;229796.18
495413;7865;TRY;81922.7
396054;7865;TRY;452122.76
277514;7865;CNY;609604.33
407756;7865;EUR;18442.01
420038;7865;TRY;1216422.8
176084;7996;CNY;358043.48
405396;7996;CNY;43334.8
308808;7996;TRY;863076.52
162074;7996;USD;14833.47
180232;7996;TRY;362606.05
399512;7996;USD;308202.46
540907;7996;TRY;566002.52
122471;7996;TRY;229813.32
245452;7996;TRY;1046783.14
126480;7996;CNY;429907.02
425672;7996;EUR;540066.08
252507;7996;EUR;1488470.48
355702;7996;EUR;605301.36
280261;7996;USD;265748.16
314622;7996;TRY;292712.74
208910;7996;CNY;1055447.33
410739;7996;TRY;526700.9
503525;7996;EUR;482975.15
384298;7996;USD;1756371.32
318382;7996;USD;591324.86
523894;7996;TRY;570434.85
218247;7996;CNY;287426.41
287556;8058;CNY;153938.86
269458;8058;CNY;293271.66
324992;8058;EUR;150165.87
276652;8058;USD;1201383.34
340390;8058;USD;663259.23
338508;8058;CNY;830421.15
166205;8058;TRY;196865.18
184569;8058;EUR;370584.73
316026;8058;USD;353292.26
457283;8058;CNY;112706.13
352735;8058;USD;228494.24
182236;8058;EUR;625502.0
201462;8058;CNY;171921.75
313499;8058;EUR;734677.88
124178;8058;TRY;952062.76
469769;8058;TRY;405.82
148152;8058;TRY;566026.43
316036;8058;CNY;599260.39
184602;8363;CNY;197908.19
298655;8363;EUR;1073875.82
193401;8363;CNY;641071.41
476695;8363;EUR;317879.46
293705;8363;EUR;207903.28
391661;8363;TRY;38874.2
545034;8363;CNY;240817.11
412178;8363;EUR;1281430.64
278411;8363;EUR;103074.32
312595;8363;USD;62696.83
394762;8363;EUR;13766.23
426178;8363;USD;370804.18
465365;8363;TRY;72101.95
128987;8363;EUR;445544.1
359802;8363;TRY;511614.16
517517;8363;CNY;362026.57
423510;8363;EUR;1005832.2
387640;8363;CNY;17264.17
148207;8396;CNY;711499.36
160835;8396;TRY;157153.18
133345;8396;USD;798195.53
475722;8396;EUR;191839.24
272280;8396;TRY;11455.67
240463;8396;EUR;147854.19
516717;8396;TRY;495523.32
466969;8396;TRY;1129153.24
165768;8396;EUR;125156.64
331493;8396;USD;647176.27
222986;8396;TRY;1454765.24
292312;8396;CNY;819.88
146924;8396;CNY;89211.53
353886;8396;EUR;474757.72
182622;8396;USD;214063.75
194644;8396;CNY;141220.71
544770;8396;USD;221173.82
319987;8396;EUR;717711.31
151018;8396;USD;200863.38
479828;8396;EUR;1185451.43
394279;8396;CNY;231148.75
293331;8396;USD;460088.04
443312;8396;EUR;448196.25
359623;8396;TRY;725851.01
477909;8396;CNY;648316.31
528389;8537;CNY;938754.23
403875;8537;CNY;241138.01
374586;8537;EUR;974765.47
300775;8537;CNY;153384.45
529979;8537;TRY;11684.87
434576;8537;TRY;3150.39
508322;8537;CNY;104491.46
298165;8537;TRY;961950.36
321497;8537;EUR;802599.35
198940;8537;TRY;1336157.91
349160;8537;TRY;77356.7
152379;8537;EUR;25126.71
537441;8537;CNY;289037.75
475581;8537;TRY;199987.32
199393;8537;TRY;1345150.21
447543;8537;USD;1478193.66
235812;8537;EUR;285195.46
500974;8537;EUR;379324.17
406809;8537;EUR;73873.54
288384;8537;USD;5766.33
478908;8537;EUR;10755.49
420028;8537;USD;193180.55
456343;8537;EUR;446002.0
503770;8537;USD;931614.37
204539;8537;EUR;91346.79
152654;8537;USD;933487.01
450415;8537;CNY;729517.28
260155;8617;TRY;1197361.82
334534;8617;EUR;1244389.46
242861;8617;CNY;60094.36
470882;8617;USD;1203409.98
484533;8617;CNY;575099.12
541345;8617;EUR;225741.87
310997;8617;TRY;1014756.77
345134;8617;CNY;1669196.67
452552;8617;TRY;295062.06
531957;8617;USD;61923.06
359593;8617;EUR;526502.41
157788;8617;CNY;456921.77
492975;8617;CNY;1062456.6
283952;8617;TRY;66946.64
211075;8617;CNY;933059.93
171998;8617;CNY;711271.61
377213;8617;USD;142017.21
459545;8617;TRY;325439.56
526592;8617;EUR;706024.1
247510;8617;TRY;1369188.29
270518;8617;CNY;78939.37
293484;8617;USD;376368.36
120766;8617;USD;312343.51
451914;8617;EUR;38422.11
331863;8617;EUR;787885.04
525579;8617;EUR;1623945.32
483210;8617;TRY;9990.98
264396;8617;EUR;172925.31
202500;8617;CNY;38204.81
379052;8617;USD;6686.15
214333;8617;EUR;370642.84
379960;8617;CNY;384274.99
375155;8617;EUR;1137405.75
435444;8735;EUR;703814.03
319834;8735;USD;566301.49
172499;8735;EUR;1244894.41
547968;8735;TRY;37368.01
509043;8735;EUR;216188.85
350147;8735;EUR;393287.76
198391;8735;TRY;344560.5
122533;8735;EUR;576904.34
397868;8735;EUR;720043.95
442396;8735;TRY;1195364.03
281665;8735;USD;774650.54
470140;8735;TRY;186792.87
436880;8735;CNY;679750.12
244868;8735;USD;107004.07
193285;8735;EUR;86602.63
516773;8735;EUR;960425.95
473387;8735;TRY;1245141.06
474573;8735;TRY;308435.02
309909;8735;EUR;924973.89
531271;8735;USD;1220868.94
272710;8735;TRY;114013.27
232364;8735;TRY;33440.68
464024;8735;EUR;671758.02
164755;8735;TRY;747078.08
235272;8735;CNY;485357.38
373195;8735;TRY;1568661.34
261077;8735;EUR;196065.75
128683;8735;USD;364174.89
425263;8735;EUR;605639.86
234510;8735;USD;1188277.16
326991;8758;USD;1084229.06
389144;8758;CNY;1323725.97
335408;8758;EUR;479014.92
279745;8758;TRY;422425.98
144079;8758;USD;80014.97
167828;8758;TRY;1360637.21
184945;8758;CNY;1448540.96
192191;8758;TRY;277543.14
272879;8758;EUR;159752.85
476942;8758;USD;2816.63
457326;8758;TRY;104051.38
305568;8758;TRY;55530.58
151411;8758;CNY;732468.5
396907;8758;USD;22471.84
194112;8758;USD;592796.0
179985;8758;USD;100785.56
412020;8758;EUR;367343.03
472594;8758;EUR;1748609.72
465727;8758;TRY;28938.26
387870;8758;CNY;42132.9
425474;8758;TRY;248529.13
418928;8758;TRY;1286331.51
339870;8843;TRY;1143218.45
399553;8843;CNY;301701.02
533298;8843;USD;1588062.71
536775;8843;CNY;1262175.22
138540;8843;TRY;103599.93
141191;8843;EUR;385779.36
185096;8843;EUR;735787.38
308971;8843;TRY;1436433.36
400763;8843;EUR;636627.89
210797;8843;TRY;88187.57
444075;8843;USD;23517.45
330616;8843;USD;232349.45
410535;8843;CNY;404193.18
493462;8843;TRY;1698738.17
143752;8843;EUR;1094368.76
348704;8843;EUR;211818.19
263272;8843;USD;1803463.88
307157;8843;EUR;1249820.46
516156;8843;USD;1556416.26
422136;8843;USD;14424.82
531440;8843;USD;94017.94
499444;8843;CNY;120996.43
422047;8843;CNY;22568.61
180853;8843;CNY;1409380.71
188217;8852;CNY;46505.34
315869;8852;EUR;15310.7
164170;8852;CNY;863520.22
151402;8852;EUR;1265841.73
268283;8852;CNY;1445514.75
498105;8852;USD;838495.96
515541;8852;CNY;326510.68
152439;8852;USD;517476.74
407382;8852;TRY;935732.8
264808;8852;EUR;366255.72
406404;8852;TRY;17308.81
390329;8852;EUR;574149.64
497638;8852;EUR;5256.83
309110;8852;TRY;766269.92
487116;8852;EUR;281704.58
498304;8852;TRY;203362.72
276267;8852;CNY;467508.75
338090;8852;EUR;130325.57
359888;8879;EUR;470133.94
173177;8879;USD;1059878.46
497972;8879;EUR;1235626.6
327456;8879;TRY;39047.94
280692;8879;CNY;915370.16
466611;8879;USD;953237.03
270307;8879;EUR;503900.97
124030;8879;CNY;753083.44
132952;8879;TRY;374712.53
247117;8879;TRY;234093.96
315663;8879;CNY;510405.42
315293;8879;EUR;270685.5
395458;8879;CNY;935718.74
480221;8879;TRY;639712.51
187309;8879;TRY;427145.03
242962;8879;CNY;323752.32
276428;8879;TRY;457863.77
180707;8879;USD;165897.13
209854;8879;USD;922897.37
220931;8879;USD;1276374.08
476881;8879;USD;1399037.26
438047;8879;USD;77739.09
321174;8879;CNY;112392.74
228458;8879;EUR;743115.0
401484;8879;EUR;1002554.0
410048;8879;EUR;367253.47
343694;9361;TRY;259346.63
435864;9361;CNY;552223.32
169997;9361;CNY;16865.73
274891;9361;TRY;533401.57
549896;9361;CNY;26328.3
463792;9361;CNY;445953.74
205895;9361;TRY;80961.24
299690;9361;TRY;58424.51
232573;9361;CNY;1096294.11
284890;9361;USD;105249.76
371967;9361;EUR;955168.86
339585;9361;CNY;476591.2
521337;9361;USD;700588.84
260803;9361;EUR;487588.01
402469;9361;CNY;1074687.06
354424;9361;CNY;249975.03
336587;9361;CNY;667637.08
447691;9361;EUR;166696.64
202527;9361;USD;386753.71
292028;9361;TRY;1097693.22
179890;9361;CNY;1150027.87
360050;9361;USD;144773.14
311780;9361;USD;522918.45
483495;9361;EUR;320157.88
162730;9361;CNY;104661.19
204827;9361;EUR;39404.89
497958;9361;USD;446316.42
394707;9361;CNY;476612.28
439288;9361;CNY;551927.23
511579;9361;EUR;1865221.0
401938;9361;USD;765021.78
415559;9361;USD;463181.09
302873;9364;CNY;1127799.76
463203;9364;EUR;382428.24
432270;9364;TRY;783474.91
278957;9364;TRY;7843.95
460216;9364;USD;1303552.31
235323;9364;EUR;1457396.95
480836;9364;TRY;561779.31
391939;9364;USD;487380.72
267599;9364;USD;543481.04
535058;9364;CNY;10921.1
478200;9364;USD;131068.64
368012;9364;USD;164995.46
126442;9364;USD;369437.41
531307;9364;CNY;766976.64
327495;9364;USD;109070.53
356203;9364;USD;262315.42
253440;9364;CNY;531832.63
485000;9364;EUR;530443.5
258938;9364;EUR;880337.66
489380;9364;CNY;108979.71
372771;9364;USD;185214.78
338411;9364;TRY;515288.15
391449;9364;TRY;39647.63
420247;9364;CNY;854719.04
495839;9364;EUR;637306.44
264043;9364;USD;400802.25
124443;9364;USD;154940.16
404229;9364;CNY;176503.76
533954;9429;TRY;952080.77
329042;9429;EUR;17363.87
238023;9429;TRY;179937.85
170700;9429;USD;240282.9
383889;9429;TRY;254973.21
520809;9429;TRY;73094.37
218688;9429;EUR;153869.4
452952;9429;CNY;88835.47
385054;9429;EUR;14976.48
395981;9429;TRY;243947.85
529332;9429;USD;524755.86
250325;9429;CNY;186212.65
453907;9429;CNY;352399.1
522107;9429;EUR;510710.66
136979;9429;EUR;834250.95
335374;9429;CNY;14836.65
195275;9429;EUR;345362.57
310828;9429;USD;992200.96
414301;9429;USD;761559.43
133249;9429;USD;486863.23
267225;9429;CNY;615257.51
495879;9429;TRY;134312.06
323643;9429;CNY;59001.22
406933;9429;USD;147854.25
520092;9429;CNY;267669.71
250831;9429;CNY;57801.09
471952;9429;USD;485268.95
393349;9429;TRY;278254.02
436031;9429;TRY;363337.12
521514;9429;USD;191769.5
328222;9429;TRY;741630.95
498532;9429;EUR;126503.75
546512;9813;CNY;426070.47
512098;9813;USD;4513.4
396914;9813;TRY;223742.27
410049;9813;CNY;86378.52
319145;9813;CNY;473529.52
527961;9813;USD;62695.59
145289;9813;EUR;69538.09
523618;9813;CNY;1290787.94
383196;9813;CNY;372232.2
166986;9813;TRY;246738.76
402369;9813;TRY;879656.42
545663;9813;CNY;297483.94
437183;9813;USD;782996.03
466382;9813;CNY;962381.3
512322;9813;TRY;129354.95
168983;9813;EUR;7520.55
499810;9813;TRY;290839.52
235034;9813;CNY;1063719.21
463961;9813;CNY;319576.95
310770;9813;USD;677360.34
358267;9813;EUR;741742.77
541480;9813;CNY;62682.99
369698;9813;TRY;723047.49
441968;9813;CNY;140169.9
246211;9813;CNY;276453.74
408356;9813;USD;300522.16
298358;9897;USD;474518.66
153469;9897;CNY;1116007.83
460420;9897;USD;721782.41
136073;9897;EUR;236930.01
332575;9897;USD;173935.76
476024;9897;USD;1054157.17
394070;9897;EUR;52788.97
537153;9897;EUR;103400.45
173347;9897;CNY;480072.11
417612;9897;EUR;738527.72
519433;9897;USD;728107.25
276035;9897;EUR;382794.74
368287;9897;EUR;448198.31
287413;9897;CNY;486917.32
508703;9897;TRY;701233.0
483245;9897;CNY;168100.74
284314;9897;EUR;309890.18
342560;9897;CNY;149531.3
393701;9897;TRY;15221.15
164417;9897;CNY;1054776.57
150211;9897;USD;1060342.92
459413;10157;USD;481641.63
140921;10157;USD;442773.42
491894;10157;TRY;92906.41
391999;10157;USD;594056.48
272567;10157;CNY;178481.32
472379;10157;USD;188084.29
516984;10157;USD;393429.06
269995;10157;USD;80810.57
326075;10157;USD;249532.07
200224;10157;TRY;1307609.25
216400;10157;EUR;230849.38
180384;10157;TRY;355837.35
448564;10157;EUR;6210.46
349725;10157;TRY;690803.39
468386;10157;CNY;434134.3
298969;10157;CNY;310264.78
361500;10157;TRY;363046.83
519824;10157;CNY;210461.08
364565;10157;TRY;16935.83
454595;10157;USD;217889.92
459060;10157;EUR;878579.64
198769;10157;CNY;189980.56
249284;10157;TRY;1118853.96
221043;10157;TRY;455812.16
263390;10157;EUR;401060.13
493110;10157;USD;759608.07
153487;10157;TRY;579140.59
394256;10157;CNY;914131.42
238145;10157;EUR;677161.34
311307;10157;EUR;1040437.91
524838;10157;EUR;691296.1
483250;10278;TRY;46558.35
446702;10278;USD;115645.61
246178;10278;TRY;373534.53
288263;10278;CNY;642462.87
343540;10278;CNY;86824.31
255606;10278;EUR;138861.67
142824;10278;EUR;170911.18
155249;10278;USD;1132308.37
433247;10278;EUR;51306.38
287519;10278;USD;370980.2
330442;10278;TRY;908622.79
191361;10278;EUR;684069.17
233020;10278;CNY;332878.26
223454;10278;EUR;35769.25
410466;10278;CNY;845913.94
158551;10278;CNY;1436460.69
543656;10278;CNY;88057.63
386175;10278;EUR;509545.28
402748;10278;TRY;1151204.43
456492;10278;EUR;1457386.39
162368;10278;USD;111896.05
217823;10278;TRY;181086.03
449294;10278;USD;1156798.21
415289;10278;USD;754802.9
200313;10278;TRY;398052.89
174264;10278;TRY;700160.95
341970;10278;TRY;472371.17
322093;10340;USD;1347932.38
224687;10340;TRY;139843.47
380958;10340;CNY;288328.13
502100;10340;USD;331663.41
217388;10340;TRY;614873.29
435830;10340;USD;296038.73
287001;10340;EUR;379925.99
281702;10340;CNY;1005931.7
499744;10340;TRY;1345589.16
372569;10340;USD;1552997.36
192558;10340;EUR;195582.09
514941;10340;USD;120541.93
214275;10340;USD;106225.4
216494;10340;USD;861196.48
328517;10340;CNY;1435108.49
541509;10340;TRY;1374148.16
288407;10340;CNY;801080.45
351586;10340;USD;1035132.75
378663;10340;EUR;1200880.68
355889;10340;USD;164978.51
525032;10340;CNY;1129264.59
392503;10340;USD;272451.97
389701;10340;CNY;181279.19
315361;10538;USD;63148.74
268923;10538;TRY;1370382.52
292774;10538;EUR;157051.64
522452;10538;USD;351425.17
522538;10538;USD;356381.51
438015;10538;CNY;404032.21
207485;10538;EUR;424891.73
406948;10538;TRY;138164.66
460116;10538;TRY;112748.87
325390;10538;USD;345445.86
389555;10538;EUR;1429046.45
531676;10538;CNY;54608.71
231858;10538;USD;325757.78
393972;10538;USD;23916.27
329514;10538;USD;1074332.28
332778;10538;EUR;590279.6
537737;10538;CNY;195248.91
263218;10538;EUR;1223856.41
519312;10538;EUR;674790.62
533521;10538;USD;131974.3
379059;10538;EUR;1457663.87
274167;10538;USD;40329.43
287894;10538;TRY;612455.97
304382;10819;EUR;701513.12
483678;10819;TRY;84572.81
463918;10819;TRY;704023.15
366244;10819;TRY;70001.57
282250;10819;USD;94844.76
376219;10819;CNY;149023.08
218020;10819;USD;78533.42
360206;10819;CNY;1222865.27
516315;10819;TRY;470455.65
205193;10819;USD;1004469.95
237013;10819;TRY;242989.53
218789;10819;EUR;454861.59
385985;10819;TRY;159112.85
241710;10819;CNY;71407.33
430149;10819;TRY;88868.72
370323;10819;CNY;1098956.41
341113;10819;EUR;513153.98
371492;10819;TRY;801648.87
398063;10819;CNY;68299.72
455618;10819;TRY;54385.04
300862;10819;TRY;528281.41
