krd_id;cust_id;taksit_tutar;valor
480971;4671;1472208.78;2025-11-21
308856;4671;4854777.51;2025-12-20
453079;4671;1002340.63;2025-12-13
326172;4671;169681.33;2026-02-05
122274;4671;1130701.56;2026-02-11
478154;4952;213571.41;2024-12-25
392051;4952;1320753.83;2024-12-31
350199;4952;391285.72;2024-07-05
350199;4952;391285.72;2025-01-01
350199;4952;391285.72;2025-06-30
350199;4952;391285.72;2025-12-27
394788;4952;488314.1;2024-08-07
394788;4952;488314.1;2025-02-03
394788;4952;488314.1;2025-08-02
394788;4952;488314.1;2026-01-29
488866;4952;784650.65;2024-08-10
488866;4952;784650.65;2025-02-06
488866;4952;784650.65;2025-08-05
488866;4952;784650.65;2026-02-01
480587;4952;893492.82;2025-06-27
210111;4952;872483.7;2025-02-21
210111;4952;872483.7;2025-08-20
210111;4952;872483.7;2026-02-16
331433;4952;1055554.06;2025-09-02
543413;4952;420754.2;2025-06-19
385706;4952;398996.99;2025-03-18
385706;4952;398996.99;2025-09-14
413856;4952;3125085.49;2025-09-28
529215;4952;1359157.88;2025-05-06
529215;4952;1359157.88;2025-11-02
536397;4952;1241920.21;2025-06-16
536397;4952;1241920.21;2025-12-13
207642;4952;1443140.45;2025-12-30
494352;4952;88573.66;2025-09-09
529511;4952;530615.81;2025-10-28
323175;4952;1024704.96;2026-01-21
212114;4952;1043915.71;2026-02-25
530972;5476;793413.12;2024-06-26
530972;5476;793413.12;2024-12-23
530972;5476;793413.12;2025-06-21
530972;5476;793413.12;2025-12-18
173899;5476;1870248.69;2025-01-19
360766;5476;655594.82;2024-09-18
360766;5476;655594.82;2025-03-17
451211;5476;2012328.36;2025-04-11
265473;5476;3177354.77;2025-05-03
440527;5476;3501918.72;2025-07-02
362243;5476;370969.07;2025-01-19
362243;5476;370969.07;2025-07-18
163974;5476;1815786.99;2025-08-12
211463;5476;580721.17;2025-02-25
211463;5476;580721.17;2025-08-24
211463;5476;580721.17;2026-02-20
421413;5476;1190677.35;2025-02-28
421413;5476;1190677.35;2025-08-27
421413;5476;1190677.35;2026-02-23
150127;5476;256693.82;2025-03-05
150127;5476;256693.82;2025-09-01
150127;5476;256693.82;2026-02-28
547407;5476;2345894.01;2025-11-11
145145;5476;511701.27;2025-07-10
145145;5476;511701.27;2026-01-29
206179;5476;301212.27;2025-08-01
206179;5476;301212.27;2026-02-20
484994;5476;1324671.95;2026-01-20
471185;5476;234479.62;2025-09-11
420269;5476;833140.67;2026-01-18
489616;5476;6750.32;2026-02-19
451154;5476;2476270.52;2026-02-10
531183;5578;2596514.53;2024-12-27
250454;5578;1058094.09;2024-07-29
250454;5578;1058094.09;2025-01-25
382388;5578;311701.27;2024-12-27
382388;5578;311701.27;2025-10-07
466133;5578;2251171.08;2025-03-28
203349;5578;7317.35;2025-02-06
203349;5578;7317.35;2025-11-17
309715;5578;531483.81;2025-02-20
309715;5578;531483.81;2025-12-01
221088;5578;1577427.04;2025-06-06
372833;5578;1147271.95;2025-01-08
372833;5578;1147271.95;2025-07-07
372833;5578;1147271.95;2026-01-03
532809;5578;2793002.32;2025-07-30
369984;5578;326370.32;2025-04-04
369984;5578;326370.32;2025-10-01
526880;5578;4373772.79;2025-12-13
261545;5578;308789.41;2025-06-20
261545;5578;308789.41;2025-12-17
233779;5578;368828.36;2025-07-20
233779;5578;368828.36;2026-01-16
151959;5578;1997550.27;2026-02-01
351047;5578;2494230.3;2025-09-07
455697;5839;961533.6;2025-01-04
536125;5839;1944116.72;2025-01-12
522429;5839;1109706.03;2024-08-26
522429;5839;1109706.03;2025-02-22
522429;5839;1109706.03;2025-08-21
522429;5839;1109706.03;2026-02-17
393214;5839;219896.86;2024-09-15
393214;5839;219896.86;2025-03-14
502735;5839;1568619.42;2025-04-13
545180;5839;2080558.15;2025-04-20
397787;5839;162839.75;2025-05-22
338387;5839;611095.06;2025-01-23
338387;5839;611095.06;2025-07-22
338387;5839;611095.06;2026-01-18
258042;5839;3988724.14;2025-08-12
432669;5839;1479248.22;2025-03-23
432669;5839;1479248.22;2025-09-19
510379;5839;889441.87;2025-04-24
510379;5839;889441.87;2025-10-21
270004;5839;479834.89;2025-05-19
270004;5839;479834.89;2025-11-15
433271;5839;841082.24;2025-06-08
433271;5839;841082.24;2025-12-05
274765;5839;525466.73;2025-08-05
274765;5839;525466.73;2026-02-24
126268;5839;1107213.42;2025-07-19
126268;5839;1107213.42;2026-01-15
218905;5839;1338039.11;2026-02-27
383667;5839;772737.9;2025-10-19
154046;5839;577540.27;2026-01-24
368944;5939;3535420.24;2025-01-23
520480;5939;931626.64;2024-07-29
520480;5939;931626.64;2025-01-25
309702;5939;1632666.75;2024-08-19
309702;5939;1632666.75;2025-02-15
395501;5939;1234812.73;2024-08-22
395501;5939;1234812.73;2025-02-18
395501;5939;1234812.73;2025-08-17
395501;5939;1234812.73;2026-02-13
165604;5939;495826.65;2024-12-07
165604;5939;495826.65;2025-09-17
342903;5939;249769.28;2025-03-03
495344;5939;3681708.59;2025-03-24
414589;5939;407834.57;2024-10-29
414589;5939;407834.57;2025-04-27
414589;5939;407834.57;2025-10-24
259838;5939;661616.69;2025-05-10
315887;5939;1071380.14;2025-06-21
191003;5939;394042.84;2025-01-31
191003;5939;394042.84;2025-07-30
242157;5939;4505153.98;2025-08-06
224806;5939;1088874.89;2025-04-26
224806;5939;1088874.89;2025-10-23
300624;5939;444895.6;2025-06-09
300624;5939;444895.6;2025-12-06
180943;5939;1133897.38;2026-01-12
136354;5939;147992.97;2025-09-10
167679;5939;423986.1;2025-11-24
440799;5939;1502007.61;2025-11-22
443223;5939;355949.9;2025-12-09
244778;6152;1375264.47;2025-01-10
432984;6152;596449.25;2025-01-24
228409;6152;354571.04;2024-08-24
228409;6152;354571.04;2025-03-15
228409;6152;354571.04;2025-10-04
242034;6152;59711.0;2024-08-25
242034;6152;59711.0;2025-03-16
242034;6152;59711.0;2025-10-05
260885;6152;4843600.79;2025-04-08
325066;6152;308121.82;2025-02-02
325066;6152;308121.82;2025-08-24
548397;6152;3460594.28;2025-07-12
487858;6152;497743.21;2025-08-20
323190;6152;2165711.96;2025-10-10
295968;6152;2088931.11;2025-10-12
504338;6152;481477.77;2025-05-21
504338;6152;481477.77;2025-11-17
462745;6152;2318558.76;2025-12-17
334248;6152;574291.7;2025-12-31
120088;6152;307045.34;2026-02-06
305553;6258;1372244.15;2024-07-04
305553;6258;1372244.15;2024-12-31
226955;6258;416543.34;2024-08-04
226955;6258;416543.34;2025-02-23
226955;6258;416543.34;2025-09-14
372532;6258;1394921.59;2024-09-07
372532;6258;1394921.59;2025-03-06
320791;6258;481476.48;2024-09-21
320791;6258;481476.48;2025-03-20
320791;6258;481476.48;2025-09-16
381642;6258;2193853.68;2025-04-21
463297;6258;115779.7;2024-11-18
463297;6258;115779.7;2025-05-17
463297;6258;115779.7;2025-11-13
184239;6258;717125.04;2025-06-13
347493;6258;738813.55;2024-12-21
347493;6258;738813.55;2025-06-19
347493;6258;738813.55;2025-12-16
228610;6258;2274793.53;2025-06-26
330200;6258;4860593.44;2025-07-28
174316;6258;247383.51;2025-03-20
174316;6258;247383.51;2025-09-16
133982;6258;1799341.58;2025-05-12
133982;6258;1799341.58;2025-11-08
474608;6258;982587.22;2025-05-13
474608;6258;982587.22;2025-11-09
403730;6258;4933605.78;2025-12-20
538410;6258;94273.82;2025-06-24
538410;6258;94273.82;2025-12-21
323567;6258;306050.13;2025-07-23
323567;6258;306050.13;2026-02-11
498160;6258;2100006.67;2026-01-11
196778;6258;174907.29;2025-11-16
337065;6282;346107.49;2024-06-12
337065;6282;346107.49;2024-12-09
530930;6282;3198482.45;2024-12-21
526255;6282;1231222.1;2024-07-22
526255;6282;1231222.1;2025-01-18
526255;6282;1231222.1;2025-07-17
526255;6282;1231222.1;2026-01-13
251366;6282;4407085.83;2025-03-08
264683;6282;261446.3;2024-10-01
264683;6282;261446.3;2025-04-22
264683;6282;261446.3;2025-11-11
264187;6282;616899.42;2025-05-26
540567;6282;2716573.9;2025-08-19
347389;6282;555708.64;2025-10-02
460384;6282;1740781.79;2025-04-07
460384;6282;1740781.79;2025-10-04
417582;6282;290507.03;2025-08-06
417582;6282;290507.03;2026-02-02
458454;6282;296607.18;2025-12-01
467434;6282;214999.05;2025-11-05
325993;6282;929331.5;2025-12-24
478856;6282;686751.13;2026-02-11
338067;6282;52452.89;2026-02-22
163828;6303;176836.38;2024-08-25
163828;6303;176836.38;2025-03-16
163828;6303;176836.38;2025-10-05
452171;6303;3880004.67;2025-02-01
494127;6303;954641.06;2024-08-24
494127;6303;954641.06;2025-02-20
494127;6303;954641.06;2025-08-19
494127;6303;954641.06;2026-02-15
181895;6303;2092153.92;2024-09-22
181895;6303;2092153.92;2025-03-21
476572;6303;4641621.45;2025-05-13
199145;6303;1988532.93;2024-11-28
199145;6303;1988532.93;2025-05-27
197764;6303;271593.18;2025-11-04
269949;6303;3620437.15;2026-01-03
270269;6303;371670.12;2026-01-10
497704;6303;92066.81;2026-01-19
241503;6303;250333.07;2025-10-29
468491;6303;626417.08;2026-01-08
302609;7047;64753.06;2024-07-01
302609;7047;64753.06;2024-12-28
302609;7047;64753.06;2025-06-26
302609;7047;64753.06;2025-12-23
445651;7047;257557.91;2024-07-30
445651;7047;257557.91;2025-01-26
445651;7047;257557.91;2025-07-25
445651;7047;257557.91;2026-01-21
284643;7047;305155.53;2024-09-08
284643;7047;305155.53;2025-03-30
284643;7047;305155.53;2025-10-19
354392;7047;3114856.74;2025-03-01
528696;7047;382141.25;2024-09-07
528696;7047;382141.25;2025-03-06
303173;7047;1773235.29;2024-10-22
303173;7047;1773235.29;2025-04-20
410621;7047;4575202.3;2025-04-30
462712;7047;441519.46;2025-04-10
462712;7047;441519.46;2025-10-30
340657;7047;1051391.68;2025-03-27
340657;7047;1051391.68;2025-09-23
297366;7047;578960.02;2025-10-06
357697;7047;1576616.85;2025-10-30
534139;7047;122635.25;2025-06-17
534139;7047;122635.25;2026-01-06
169903;7047;343189.03;2025-06-23
169903;7047;343189.03;2026-01-12
151703;7047;2252522.89;2025-12-05
208596;7047;1667468.44;2025-09-03
462640;7047;895799.13;2025-11-01
486640;7047;272869.26;2025-11-13
338118;7047;273281.66;2026-01-03
204965;7047;238187.79;2025-12-27
419622;7203;3184927.18;2025-03-24
469217;7203;2161312.3;2025-05-03
375875;7203;1217951.01;2024-11-16
375875;7203;1217951.01;2025-05-15
375875;7203;1217951.01;2025-11-11
165991;7203;3443028.48;2025-06-09
183883;7203;1931159.44;2024-12-19
183883;7203;1931159.44;2025-06-17
416563;7203;977699.44;2025-01-14
416563;7203;977699.44;2025-07-13
416563;7203;977699.44;2026-01-09
373272;7203;1917416.88;2025-02-25
373272;7203;1917416.88;2025-08-24
256638;7203;2718377.73;2025-09-26
434547;7203;438725.57;2025-08-03
194822;7203;1979393.18;2025-11-03
438947;7203;2854226.88;2026-01-21
323440;7203;829026.61;2025-09-18
385979;7203;879705.83;2026-02-21
213104;7287;3895537.7;2024-12-12
143863;7287;4265073.87;2024-12-18
314356;7287;2965902.3;2024-12-20
314014;7287;2435947.44;2024-12-25
208189;7287;1184787.48;2024-10-23
208189;7287;1184787.48;2025-04-21
208189;7287;1184787.48;2025-10-18
511650;7287;490874.62;2025-04-12
511650;7287;490874.62;2026-01-21
429418;7287;494642.63;2025-07-20
281642;7287;665286.42;2025-05-26
281642;7287;665286.42;2025-11-22
417399;7287;1855088.64;2025-07-05
417399;7287;1855088.64;2026-01-01
539456;7287;513661.07;2025-08-22
539456;7287;513661.07;2026-02-18
504269;7287;221580.0;2025-11-14
457375;7287;1104690.83;2025-11-08
488803;7287;307966.17;2026-01-26
257884;7865;4788861.99;2024-12-15
357729;7865;2611369.02;2024-12-17
225863;7865;1526990.92;2025-01-19
535810;7865;3233483.2;2025-01-27
327856;7865;1287569.65;2025-02-24
328821;7865;129128.87;2024-09-18
328821;7865;129128.87;2025-03-17
328821;7865;129128.87;2025-09-13
274849;7865;121820.06;2024-11-02
274849;7865;121820.06;2025-05-24
274849;7865;121820.06;2025-12-13
362594;7865;2204324.68;2025-06-27
431259;7865;486777.2;2025-04-12
431259;7865;486777.2;2026-01-21
151447;7865;534415.31;2025-04-13
151447;7865;534415.31;2026-01-22
322713;7865;147155.95;2025-02-16
322713;7865;147155.95;2025-09-07
379686;7865;292681.77;2025-02-11
379686;7865;292681.77;2025-08-10
444332;7865;3938245.7;2025-08-16
327406;7865;505629.84;2025-09-01
488976;7865;451488.51;2025-07-10
488976;7865;451488.51;2026-01-29
359466;7865;3003742.4;2026-01-03
246011;7865;1578796.16;2026-01-17
495413;7865;576283.91;2025-12-20
176084;7996;481849.22;2024-10-26
176084;7996;481849.22;2025-08-06
405396;7996;220197.4;2025-05-21
308808;7996;279016.5;2025-02-16
308808;7996;279016.5;2025-09-07
162074;7996;1410693.65;2025-08-09
180232;7996;2787805.42;2025-08-17
540907;7996;1930687.28;2025-09-28
122471;7996;205606.85;2025-05-16
122471;7996;205606.85;2025-12-05
126480;7996;4280307.99;2026-01-03
425672;7996;554521.31;2025-09-02
425672;7996;554521.31;2026-03-01
287556;8058;366240.96;2024-10-02
287556;8058;366240.96;2025-03-31
287556;8058;366240.96;2025-09-27
269458;8058;402277.19;2025-02-01
269458;8058;402277.19;2025-11-12
324992;8058;1350637.71;2025-04-19
276652;8058;3109637.85;2025-09-07
340390;8058;1749369.06;2025-09-13
338508;8058;2897186.37;2025-10-27
166205;8058;871968.31;2025-05-04
166205;8058;871968.31;2025-10-31
184569;8058;469653.97;2025-06-18
184569;8058;469653.97;2025-12-15
316026;8058;469178.03;2025-07-31
316026;8058;469178.03;2026-01-27
457283;8058;3783985.99;2026-02-21
201462;8058;940415.26;2026-02-13
184602;8363;2252886.77;2024-08-01
184602;8363;2252886.77;2025-01-28
298655;8363;4956619.34;2025-04-18
193401;8363;509405.82;2024-11-19
193401;8363;509405.82;2025-06-10
193401;8363;509405.82;2025-12-30
476695;8363;307396.83;2024-11-30
476695;8363;307396.83;2025-05-29
476695;8363;307396.83;2025-11-25
293705;8363;4382931.42;2025-06-25
391661;8363;3184542.62;2025-08-03
545034;8363;3143969.94;2025-09-09
412178;8363;2452854.46;2025-05-23
412178;8363;2452854.46;2025-11-19
278411;8363;592977.47;2025-12-30
312595;8363;300087.89;2025-07-08
312595;8363;300087.89;2026-01-04
394762;8363;201884.24;2025-11-04
465365;8363;189996.54;2025-12-14
148207;8396;4357732.76;2025-03-02
160835;8396;108476.85;2024-11-01
160835;8396;108476.85;2025-05-23
160835;8396;108476.85;2025-12-12
133345;8396;4346336.36;2025-04-30
475722;8396;1274043.41;2025-06-08
272280;8396;2997998.04;2025-06-11
240463;8396;2003561.48;2025-03-21
240463;8396;2003561.48;2025-09-17
516717;8396;1860664.16;2025-04-15
516717;8396;1860664.16;2025-10-12
466969;8396;3940481.55;2025-11-23
165768;8396;1333777.37;2025-12-29
331493;8396;1626388.21;2026-01-04
222986;8396;4731247.17;2026-01-12
292312;8396;507926.63;2025-08-15
292312;8396;507926.63;2026-02-11
146924;8396;1203162.03;2026-02-23
182622;8396;391010.03;2025-12-13
528389;8537;1995822.45;2024-06-17
528389;8537;1995822.45;2024-12-14
403875;8537;316216.88;2024-07-23
403875;8537;316216.88;2025-01-19
403875;8537;316216.88;2025-07-18
403875;8537;316216.88;2026-01-14
374586;8537;277952.83;2024-11-04
374586;8537;277952.83;2025-08-15
300775;8537;509717.08;2024-08-23
300775;8537;509717.08;2025-03-14
300775;8537;509717.08;2025-10-03
529979;8537;498004.15;2025-02-03
434576;8537;322347.46;2024-09-27
434576;8537;322347.46;2025-04-18
434576;8537;322347.46;2025-11-07
508322;8537;502699.16;2025-03-15
298165;8537;978693.38;2024-10-05
298165;8537;978693.38;2025-04-03
298165;8537;978693.38;2025-09-30
321497;8537;2532584.48;2025-05-29
198940;8537;462924.35;2025-04-15
198940;8537;462924.35;2026-01-24
349160;8537;1273228.62;2025-07-10
152379;8537;64450.53;2025-05-03
152379;8537;64450.53;2025-10-30
537441;8537;131199.04;2025-06-16
537441;8537;131199.04;2026-01-05
475581;8537;420899.36;2025-06-11
475581;8537;420899.36;2025-12-08
199393;8537;963628.5;2025-08-13
199393;8537;963628.5;2026-02-09
235812;8537;959251.43;2025-09-29
500974;8537;1526486.3;2025-10-24
260155;8617;894771.04;2024-06-14
260155;8617;894771.04;2024-12-11
260155;8617;894771.04;2025-06-09
260155;8617;894771.04;2025-12-06
334534;8617;437261.14;2024-09-21
334534;8617;437261.14;2025-04-12
334534;8617;437261.14;2025-11-01
242861;8617;466603.5;2025-03-06
470882;8617;430757.59;2025-01-26
470882;8617;430757.59;2025-11-06
484533;8617;182833.23;2024-12-30
484533;8617;182833.23;2025-07-21
484533;8617;182833.23;2026-02-09
541345;8617;1711042.25;2024-12-12
541345;8617;1711042.25;2025-06-10
310997;8617;4253596.92;2025-06-25
345134;8617;4388284.06;2025-07-10
452552;8617;1039915.27;2025-07-13
531957;8617;2202042.34;2025-08-24
359593;8617;164148.89;2025-07-07
157788;8617;303743.9;2025-07-24
492975;8617;2294598.65;2025-05-05
492975;8617;2294598.65;2025-11-01
283952;8617;670427.98;2025-05-09
283952;8617;670427.98;2025-11-05
211075;8617;1013312.81;2025-05-24
211075;8617;1013312.81;2025-11-20
171998;8617;684605.69;2025-06-13
171998;8617;684605.69;2025-12-10
377213;8617;354019.78;2025-09-08
459545;8617;104188.65;2026-01-05
526592;8617;409429.28;2026-01-22
247510;8617;1993305.2;2025-11-09
270518;8617;434371.16;2026-02-21
293484;8617;262628.06;2025-12-27
120766;8617;982687.92;2025-12-09
435444;8735;1874712.49;2024-06-12
435444;8735;1874712.49;2024-12-09
319834;8735;1162776.54;2024-06-25
319834;8735;1162776.54;2024-12-22
172499;8735;4612544.45;2025-01-07
547968;8735;224763.83;2024-07-25
547968;8735;224763.83;2025-01-21
547968;8735;224763.83;2025-07-20
547968;8735;224763.83;2026-01-16
509043;8735;939533.5;2025-02-21
350147;8735;862186.76;2024-10-02
350147;8735;862186.76;2025-03-31
350147;8735;862186.76;2025-09-27
198391;8735;215972.34;2024-11-21
198391;8735;215972.34;2025-06-12
198391;8735;215972.34;2026-01-01
122533;8735;2540468.26;2025-05-06
397868;8735;2894402.14;2025-08-21
442396;8735;2219886.78;2025-04-04
442396;8735;2219886.78;2025-10-01
281665;8735;3524315.99;2025-11-22
470140;8735;1722259.36;2025-12-06
436880;8735;4044291.56;2026-02-16
244868;8735;429363.93;2025-10-28
516773;8735;992034.15;2025-10-16
474573;8735;391237.99;2026-02-06
309909;8735;2253327.69;2026-01-21
531271;8735;2032182.31;2026-02-13
326991;8758;2748475.35;2024-12-24
389144;8758;496349.44;2024-09-12
389144;8758;496349.44;2025-04-03
389144;8758;496349.44;2025-10-23
335408;8758;1113177.61;2024-09-04
335408;8758;1113177.61;2025-03-03
279745;8758;612843.79;2024-09-23
279745;8758;612843.79;2025-03-22
279745;8758;612843.79;2025-09-18
144079;8758;282591.77;2024-10-05
144079;8758;282591.77;2025-04-03
144079;8758;282591.77;2025-09-30
167828;8758;3448098.03;2025-05-12
184945;8758;3933701.12;2025-05-22
192191;8758;3702627.82;2025-08-29
272879;8758;573804.5;2025-10-01
457326;8758;83444.68;2025-05-21
457326;8758;83444.68;2025-11-17
305568;8758;3882746.6;2026-02-02
151411;8758;285350.69;2025-10-25
396907;8758;96326.1;2025-11-09
194112;8758;2283826.59;2025-10-25
339870;8843;3036882.1;2024-12-17
399553;8843;490227.23;2024-07-01
399553;8843;490227.23;2024-12-28
399553;8843;490227.23;2025-06-26
399553;8843;490227.23;2025-12-23
533298;8843;1156946.66;2024-09-29
533298;8843;1156946.66;2025-03-28
533298;8843;1156946.66;2025-09-24
536775;8843;1085352.62;2024-10-01
536775;8843;1085352.62;2025-03-30
536775;8843;1085352.62;2025-09-26
138540;8843;2948246.98;2025-04-14
141191;8843;1154627.12;2025-06-12
185096;8843;1204288.29;2025-02-21
185096;8843;1204288.29;2025-08-20
185096;8843;1204288.29;2026-02-16
308971;8843;521773.35;2025-03-15
308971;8843;521773.35;2025-10-04
400763;8843;3049669.5;2025-10-21
210797;8843;370403.4;2025-10-03
330616;8843;404952.03;2026-01-13
188217;8852;230942.66;2024-07-25
188217;8852;230942.66;2025-02-13
188217;8852;230942.66;2025-09-04
315869;8852;34352.96;2024-09-22
315869;8852;34352.96;2025-03-21
315869;8852;34352.96;2025-09-17
164170;8852;843446.15;2024-10-18
164170;8852;843446.15;2025-04-16
164170;8852;843446.15;2025-10-13
151402;8852;2383307.25;2025-03-13
151402;8852;2383307.25;2025-09-09
268283;8852;513061.4;2025-05-04
268283;8852;513061.4;2025-11-23
498105;8852;3172935.71;2025-12-04
515541;8852;546077.25;2025-06-08
515541;8852;546077.25;2025-12-05
152439;8852;2269397.68;2026-02-13
407382;8852;406969.71;2025-12-01
390329;8852;200282.13;2025-12-10
173177;8879;3282784.33;2025-03-03
497972;8879;1922665.58;2024-09-20
497972;8879;1922665.58;2025-03-19
327456;8879;3707093.21;2025-04-29
280692;8879;633769.43;2024-12-15
280692;8879;633769.43;2025-06-13
280692;8879;633769.43;2025-12-10
466611;8879;2005492.84;2025-01-03
466611;8879;2005492.84;2025-07-02
270307;8879;1036444.93;2025-01-07
270307;8879;1036444.93;2025-07-06
270307;8879;1036444.93;2026-01-02
124030;8879;641546.95;2025-02-02
124030;8879;641546.95;2025-08-01
124030;8879;641546.95;2026-01-28
132952;8879;832185.16;2025-05-29
132952;8879;832185.16;2025-11-25
247117;8879;559028.92;2025-06-13
247117;8879;559028.92;2025-12-10
315663;8879;414296.91;2025-07-31
315663;8879;414296.91;2026-01-27
315293;8879;247933.57;2025-08-17
315293;8879;247933.57;2026-02-13
395458;8879;1070457.67;2025-10-02
276428;8879;1122395.1;2025-11-14
209854;8879;2061052.14;2026-02-07
343694;9361;770172.31;2024-12-25
435864;9361;1157165.89;2024-07-09
435864;9361;1157165.89;2025-01-05
169997;9361;221943.01;2024-08-07
169997;9361;221943.01;2025-02-26
169997;9361;221943.01;2025-09-17
274891;9361;666042.18;2024-07-28
274891;9361;666042.18;2025-01-24
274891;9361;666042.18;2025-07-23
274891;9361;666042.18;2026-01-19
463792;9361;1164717.28;2025-03-01
205895;9361;4049656.16;2025-05-22
299690;9361;345505.93;2025-05-29
232573;9361;330226.52;2025-01-06
232573;9361;330226.52;2025-07-28
232573;9361;330226.52;2026-02-16
284890;9361;3623564.26;2025-08-04
371967;9361;275989.48;2025-04-03
371967;9361;275989.48;2025-10-23
339585;9361;4087362.82;2025-09-09
521337;9361;509068.91;2025-04-18
521337;9361;509068.91;2025-10-15
260803;9361;710522.22;2025-04-21
260803;9361;710522.22;2025-10-18
402469;9361;1051657.83;2025-04-21
402469;9361;1051657.83;2025-10-18
354424;9361;717422.79;2025-12-16
336587;9361;1073401.25;2025-07-08
336587;9361;1073401.25;2026-01-04
447691;9361;4052862.68;2026-01-05
202527;9361;141498.83;2025-10-25
292028;9361;445237.66;2025-11-06
311780;9361;149693.65;2026-01-06
302873;9364;461828.64;2025-01-14
302873;9364;461828.64;2025-10-25
463203;9364;937525.42;2024-10-24
463203;9364;937525.42;2025-04-22
463203;9364;937525.42;2025-10-19
432270;9364;336093.83;2025-02-09
432270;9364;336093.83;2025-08-31
278957;9364;10118.03;2025-02-04
278957;9364;10118.03;2025-08-03
278957;9364;10118.03;2026-01-30
460216;9364;4763295.88;2025-09-21
235323;9364;415225.73;2025-04-29
235323;9364;415225.73;2025-11-18
480836;9364;4357601.4;2025-10-18
391939;9364;1258308.5;2025-04-25
391939;9364;1258308.5;2025-10-22
267599;9364;1192381.62;2025-05-14
267599;9364;1192381.62;2025-11-10
535058;9364;1009317.64;2025-05-21
535058;9364;1009317.64;2025-11-17
478200;9364;1421737.17;2025-11-20
126442;9364;2526930.26;2025-12-21
531307;9364;2568869.87;2026-01-03
327495;9364;262226.5;2025-07-30
327495;9364;262226.5;2026-01-26
356203;9364;176162.43;2025-12-26
485000;9364;249958.84;2025-11-26
533954;9429;2465852.17;2025-02-06
329042;9429;125375.92;2025-03-09
238023;9429;888924.45;2025-03-25
170700;9429;1417642.27;2024-10-10
170700;9429;1417642.27;2025-04-08
383889;9429;160094.01;2024-10-12
383889;9429;160094.01;2025-04-10
383889;9429;160094.01;2025-10-07
520809;9429;2427309.88;2025-05-12
218688;9429;671814.56;2025-06-27
452952;9429;670961.5;2025-01-02
452952;9429;670961.5;2025-07-01
452952;9429;670961.5;2025-12-28
385054;9429;274726.2;2025-07-23
395981;9429;177040.21;2025-01-31
395981;9429;177040.21;2025-07-30
395981;9429;177040.21;2026-01-26
529332;9429;3251150.21;2025-08-26
453907;9429;236252.08;2025-04-01
453907;9429;236252.08;2025-09-28
522107;9429;382240.7;2025-04-07
522107;9429;382240.7;2025-10-04
