credit_id;collateral_id;relation_tp
208021;756974;POOL
180337;628252;CROSS
180337;840127;POOL
180337;967739;POOL
204049;897491;DIRECT
204049;840127;CROSS
204049;916525;POOL
163828;884575;DIRECT
163828;626147;CROSS
163828;643809;POOL
452171;920013;DIRECT
452171;950539;CROSS
494127;781031;CROSS
494127;725208;CROSS
181895;950539;CROSS
181895;861390;CROSS
476572;950231;DIRECT
199145;797327;DIRECT
199145;744871;DIRECT
197764;643809;CROSS
269949;950539;CROSS
270269;697715;CROSS
270269;932686;DIRECT
497704;861390;POOL
497704;797327;CROSS
230469;928543;CROSS
424358;626147;POOL
326753;797327;DIRECT
326753;626147;CROSS
326753;897317;POOL
241503;897317;POOL
241503;788759;DIRECT
241503;744871;POOL
242948;744871;POOL
468491;797327;POOL
468491;950231;CROSS
143720;884575;CROSS
143720;932686;DIRECT
387136;950539;POOL
512114;932686;CROSS
512114;950539;CROSS
512114;744871;POOL
366148;797327;DIRECT
366148;725208;POOL
366148;928543;DIRECT
523116;928543;CROSS
523116;788759;DIRECT
302609;907419;DIRECT
445651;677760;DIRECT
284643;775423;CROSS
284643;628071;DIRECT
354392;907419;POOL
354392;677760;DIRECT
528696;728727;DIRECT
528696;775423;POOL
528696;677760;CROSS
303173;860527;POOL
303173;907419;CROSS
303173;783207;DIRECT
410621;870958;CROSS
410621;628071;POOL
462712;677760;CROSS
462712;728727;DIRECT
462712;870958;DIRECT
340657;775423;POOL
297366;628071;POOL
357697;860527;CROSS
534139;907419;DIRECT
534139;728727;DIRECT
534139;677760;CROSS
169903;907419;DIRECT
151703;783207;CROSS
151703;775423;CROSS
196650;780685;CROSS
196650;756527;DIRECT
196650;628071;POOL
208596;783207;DIRECT
462640;954611;DIRECT
486640;605168;DIRECT
386518;756527;DIRECT
338118;605168;POOL
338118;870958;POOL
338118;677760;CROSS
457818;628071;POOL
457818;780685;POOL
457818;870958;DIRECT
204965;783207;CROSS
204965;870958;CROSS
204965;954611;DIRECT
336510;840873;DIRECT
336510;728727;POOL
293924;954611;DIRECT
293924;780685;POOL
337151;783207;CROSS
337151;728727;CROSS
337151;780685;DIRECT
270511;840873;DIRECT
270511;605168;CROSS
441019;628071;CROSS
441019;677760;POOL
441019;954611;POOL
136158;860527;POOL
136158;840873;CROSS
136158;780685;CROSS
237319;840873;DIRECT
237319;728727;POOL
237319;756527;CROSS
231547;628071;POOL
231547;954611;POOL
231547;907419;DIRECT
504867;793813;DIRECT
504867;979014;CROSS
504867;787541;DIRECT
419622;647083;CROSS
419622;786469;DIRECT
419622;767331;CROSS
469217;708128;CROSS
375875;934200;CROSS
375875;787541;POOL
165991;793813;POOL
183883;708128;DIRECT
416563;787541;POOL
416563;742617;DIRECT
416563;793813;DIRECT
373272;979014;POOL
373272;934200;POOL
256638;767331;DIRECT
256638;787541;CROSS
256638;651116;CROSS
434547;667156;CROSS
434547;647083;DIRECT
194822;742617;POOL
438947;708128;DIRECT
438947;611890;CROSS
438947;786469;POOL
323440;934200;CROSS
533186;799269;CROSS
533186;971750;POOL
247100;647083;DIRECT
247100;979014;POOL
385979;651116;POOL
319613;708128;DIRECT
319613;799269;CROSS
309933;934200;POOL
309933;708128;POOL
309933;793813;POOL
354144;971750;CROSS
241750;611890;DIRECT
241750;767331;POOL
241750;930934;POOL
213104;762281;CROSS
143863;634753;CROSS
314356;634753;DIRECT
314014;955152;DIRECT
314014;614657;CROSS
208189;660600;DIRECT
208189;736646;POOL
208189;908264;DIRECT
511650;648194;DIRECT
511650;896418;POOL
429418;708972;DIRECT
429418;819096;CROSS
281642;908264;CROSS
417399;762281;DIRECT
417399;782950;DIRECT
417399;660600;POOL
539456;931384;CROSS
504269;817253;DIRECT
504269;742895;CROSS
504269;955152;POOL
457375;736646;DIRECT
516806;782950;DIRECT
516806;810040;CROSS
488803;817253;CROSS
488803;935105;DIRECT
488803;980057;DIRECT
535140;908264;CROSS
535140;648194;POOL
395806;772821;DIRECT
395806;782950;CROSS
395806;762281;CROSS
182906;817253;DIRECT
532379;819096;POOL
172898;817253;POOL
297009;955152;CROSS
297009;608942;CROSS
297009;935105;POOL
284465;608942;DIRECT
284465;896418;CROSS
172942;969046;CROSS
172942;614657;DIRECT
343384;896418;CROSS
257884;762708;POOL
257884;804054;POOL
357729;913662;POOL
357729;987599;POOL
225863;987599;DIRECT
225863;884042;DIRECT
535810;918845;DIRECT
535810;799095;DIRECT
327856;800370;POOL
327856;680849;POOL
328821;762708;DIRECT
274849;762708;POOL
362594;722499;CROSS
362594;762708;CROSS
431259;680849;CROSS
431259;884042;DIRECT
151447;913662;CROSS
151447;762708;DIRECT
322713;680849;DIRECT
379686;722499;DIRECT
379686;680849;DIRECT
379686;800370;CROSS
444332;804054;POOL
444332;680849;CROSS
444332;884042;CROSS
327406;762708;DIRECT
327406;884042;DIRECT
327406;680849;DIRECT
488976;913662;CROSS
359466;913662;DIRECT
246011;804054;CROSS
246011;918845;DIRECT
246011;722499;DIRECT
179059;913662;CROSS
179059;800370;DIRECT
434787;884042;DIRECT
434787;680849;POOL
495413;799095;POOL
495413;884042;CROSS
396054;884042;DIRECT
277514;762708;CROSS
407756;762708;DIRECT
407756;800370;CROSS
420038;804054;DIRECT
420038;800370;POOL
176084;652896;DIRECT
176084;612108;DIRECT
176084;873219;POOL
405396;652896;DIRECT
308808;953928;CROSS
308808;873219;POOL
308808;966917;POOL
162074;953928;POOL
162074;842906;CROSS
162074;939549;CROSS
180232;616600;DIRECT
399512;875850;DIRECT
399512;817780;DIRECT
399512;873219;CROSS
540907;723285;CROSS
540907;791595;CROSS
540907;730979;POOL
122471;939549;CROSS
122471;953928;DIRECT
245452;953928;DIRECT
126480;616600;POOL
425672;791595;POOL
252507;875850;DIRECT
355702;727266;CROSS
355702;966917;CROSS
355702;616600;POOL
280261;873219;POOL
280261;939549;DIRECT
314622;730979;CROSS
314622;791595;CROSS
314622;616600;DIRECT
208910;907652;POOL
208910;652896;CROSS
208910;785542;POOL
410739;652896;DIRECT
410739;966917;DIRECT
503525;873219;POOL
503525;875850;POOL
503525;953928;DIRECT
384298;953928;POOL
384298;785542;POOL
318382;939549;POOL
318382;875850;DIRECT
523894;817780;POOL
523894;713629;DIRECT
218247;907652;POOL
287556;700653;POOL
287556;969162;DIRECT
269458;961171;CROSS
269458;971349;DIRECT
324992;835464;POOL
324992;961171;POOL
276652;833121;DIRECT
340390;833121;CROSS
340390;700653;DIRECT
338508;700653;CROSS
166205;961171;CROSS
166205;835464;CROSS
184569;766572;CROSS
184569;978318;DIRECT
316026;787970;POOL
457283;835464;CROSS
352735;971349;POOL
352735;969162;POOL
352735;766572;DIRECT
182236;895657;CROSS
182236;978318;DIRECT
201462;971349;CROSS
201462;969162;CROSS
313499;700653;DIRECT
313499;971349;POOL
313499;978318;POOL
124178;700653;CROSS
124178;951340;POOL
124178;833121;DIRECT
469769;969162;DIRECT
148152;867999;DIRECT
316036;700653;POOL
184602;928824;POOL
298655;799165;DIRECT
298655;686050;POOL
298655;838252;POOL
193401;819391;POOL
193401;928824;DIRECT
476695;874889;CROSS
476695;838252;CROSS
476695;660240;CROSS
293705;908292;POOL
293705;768588;CROSS
391661;690282;CROSS
391661;819391;DIRECT
545034;683026;POOL
545034;819391;POOL
545034;690282;POOL
412178;838252;DIRECT
412178;660240;DIRECT
278411;608639;DIRECT
278411;686050;DIRECT
312595;838252;DIRECT
312595;690282;DIRECT
312595;928824;CROSS
394762;768588;POOL
426178;768152;POOL
465365;604400;CROSS
465365;664207;POOL
465365;683026;DIRECT
128987;874889;CROSS
128987;849424;DIRECT
128987;608639;POOL
359802;683026;CROSS
359802;838252;CROSS
359802;874889;DIRECT
517517;849424;POOL
423510;690282;DIRECT
423510;874889;POOL
387640;608639;DIRECT
387640;799165;DIRECT
148207;963432;DIRECT
160835;790916;CROSS
160835;873224;DIRECT
133345;947473;DIRECT
133345;770922;POOL
475722;989904;CROSS
475722;873224;CROSS
475722;947473;POOL
272280;948144;POOL
240463;716003;DIRECT
240463;948144;DIRECT
516717;989904;DIRECT
516717;947473;CROSS
516717;816063;CROSS
466969;873224;CROSS
466969;910595;DIRECT
165768;963432;DIRECT
165768;803306;POOL
165768;816063;POOL
331493;776633;CROSS
331493;770922;CROSS
331493;816063;CROSS
222986;963432;CROSS
222986;716003;DIRECT
292312;963432;DIRECT
292312;816063;CROSS
292312;731851;DIRECT
146924;989904;CROSS
146924;770922;POOL
353886;604940;DIRECT
353886;963432;DIRECT
182622;816063;DIRECT
182622;770922;CROSS
182622;680899;POOL
194644;947473;CROSS
194644;803306;DIRECT
544770;873224;POOL
319987;816063;POOL
319987;989904;DIRECT
151018;790916;DIRECT
151018;963432;DIRECT
151018;989904;DIRECT
479828;873224;DIRECT
394279;910595;DIRECT
293331;803306;POOL
293331;770922;CROSS
293331;989904;POOL
443312;731851;POOL
359623;910595;DIRECT
477909;716003;POOL
477909;989904;POOL
477909;947473;DIRECT
528389;849455;POOL
528389;920422;POOL
528389;964193;POOL
403875;849455;CROSS
403875;920422;DIRECT
403875;964193;POOL
374586;693965;POOL
300775;647751;CROSS
300775;650840;DIRECT
300775;693965;DIRECT
529979;926299;CROSS
529979;650840;DIRECT
529979;982888;DIRECT
434576;650840;DIRECT
434576;920422;DIRECT
508322;982888;CROSS
508322;650840;DIRECT
508322;949892;DIRECT
298165;964193;POOL
298165;920422;POOL
321497;920422;CROSS
321497;949892;CROSS
321497;964193;POOL
198940;693965;CROSS
198940;960844;CROSS
198940;920422;DIRECT
349160;693965;DIRECT
152379;650840;CROSS
152379;647751;DIRECT
152379;633961;POOL
537441;964193;CROSS
537441;693965;CROSS
537441;926299;DIRECT
475581;982888;POOL
475581;633961;CROSS
199393;949892;DIRECT
447543;650840;POOL
447543;960844;CROSS
235812;920422;POOL
235812;650840;CROSS
235812;982888;DIRECT
500974;849455;POOL
406809;849455;POOL
406809;633961;DIRECT
406809;960844;POOL
288384;647751;POOL
288384;849455;POOL
478908;960844;CROSS
420028;949892;DIRECT
420028;964193;CROSS
420028;693965;POOL
456343;633961;DIRECT
456343;964193;POOL
503770;693965;POOL
204539;982888;POOL
152654;949892;CROSS
152654;926299;POOL
152654;920422;DIRECT
450415;849455;DIRECT
450415;964193;POOL
450415;647751;DIRECT
260155;607299;POOL
260155;650142;DIRECT
260155;600242;CROSS
334534;861103;CROSS
334534;607299;CROSS
242861;640347;DIRECT
242861;629144;POOL
242861;688976;CROSS
470882;607299;POOL
470882;972228;DIRECT
484533;688976;DIRECT
484533;640347;DIRECT
541345;650142;DIRECT
541345;972228;DIRECT
310997;762018;POOL
345134;972228;DIRECT
452552;972228;DIRECT
452552;607299;POOL
531957;861103;CROSS
531957;640347;DIRECT
359593;927815;CROSS
157788;688976;DIRECT
157788;600242;CROSS
157788;607299;CROSS
492975;600337;DIRECT
492975;607299;DIRECT
492975;797340;POOL
283952;607299;DIRECT
283952;797340;POOL
283952;650142;POOL
211075;972228;POOL
171998;607299;POOL
377213;600242;CROSS
377213;927815;POOL
377213;682146;CROSS
459545;797340;DIRECT
459545;884896;DIRECT
459545;972228;CROSS
526592;607299;CROSS
526592;688976;CROSS
526592;600242;DIRECT
247510;629144;POOL
247510;762018;POOL
270518;640347;CROSS
270518;927815;DIRECT
270518;607299;POOL
293484;650142;DIRECT
293484;797340;DIRECT
293484;640347;POOL
120766;885977;DIRECT
451914;600337;DIRECT
331863;861103;CROSS
331863;600242;CROSS
331863;650142;CROSS
525579;650142;CROSS
483210;884896;CROSS
483210;762018;CROSS
264396;607299;CROSS
264396;861103;DIRECT
264396;600337;DIRECT
202500;682146;DIRECT
202500;797340;POOL
202500;884896;CROSS
379052;884896;CROSS
214333;797340;CROSS
214333;972228;CROSS
379960;629144;DIRECT
379960;600337;CROSS
379960;600242;POOL
375155;797340;DIRECT
435444;929342;POOL
319834;929342;DIRECT
319834;663316;DIRECT
172499;948621;DIRECT
172499;763670;CROSS
547968;763670;DIRECT
509043;886290;POOL
350147;835379;CROSS
350147;965936;CROSS
198391;629241;POOL
122533;929342;POOL
397868;629241;DIRECT
397868;981779;CROSS
442396;965936;POOL
442396;929342;DIRECT
281665;848192;POOL
470140;736149;CROSS
470140;763670;POOL
470140;886290;CROSS
436880;981779;POOL
244868;789871;DIRECT
244868;886290;POOL
244868;629241;CROSS
193285;929342;CROSS
516773;649108;POOL
473387;789871;CROSS
473387;649108;DIRECT
474573;835379;CROSS
474573;894315;POOL
474573;629241;POOL
309909;948621;CROSS
309909;981779;DIRECT
531271;894315;CROSS
272710;981779;POOL
232364;835379;POOL
232364;831199;DIRECT
464024;835379;DIRECT
464024;848192;CROSS
464024;763670;DIRECT
164755;894315;POOL
164755;629241;DIRECT
235272;831199;DIRECT
235272;649108;CROSS
373195;894315;CROSS
373195;948621;POOL
261077;948621;DIRECT
128683;789871;DIRECT
128683;981779;DIRECT
425263;831199;CROSS
425263;965936;CROSS
234510;848192;POOL
234510;965936;POOL
234510;894315;CROSS
326991;746839;DIRECT
389144;928226;DIRECT
389144;713526;POOL
389144;808151;CROSS
335408;713526;DIRECT
335408;850351;POOL
279745;618747;CROSS
279745;913486;CROSS
144079;921340;CROSS
144079;917583;CROSS
144079;811840;POOL
167828;602750;DIRECT
167828;929290;CROSS
167828;921340;DIRECT
184945;929290;CROSS
184945;618747;POOL
192191;913486;POOL
192191;970620;CROSS
192191;808151;DIRECT
272879;929290;CROSS
476942;808151;CROSS
457326;811840;DIRECT
457326;923089;CROSS
457326;713526;CROSS
305568;618747;DIRECT
305568;921340;DIRECT
151411;917583;CROSS
151411;921340;CROSS
396907;850351;DIRECT
194112;870302;DIRECT
179985;870302;CROSS
179985;929290;POOL
412020;929290;DIRECT
412020;713526;DIRECT
472594;928226;DIRECT
465727;923089;CROSS
465727;850351;CROSS
387870;713526;POOL
387870;928226;CROSS
425474;746839;CROSS
425474;808151;CROSS
418928;917583;DIRECT
418928;913486;POOL
418928;970620;DIRECT
339870;680616;DIRECT
339870;979616;CROSS
399553;823743;CROSS
399553;640006;CROSS
399553;944197;CROSS
533298;620868;CROSS
533298;994220;POOL
533298;989982;DIRECT
536775;680616;CROSS
138540;823743;POOL
138540;640006;POOL
138540;680616;CROSS
141191;989982;POOL
141191;982796;DIRECT
185096;680616;POOL
185096;822224;CROSS
308971;894210;DIRECT
400763;680616;CROSS
210797;627240;POOL
210797;979616;CROSS
444075;680616;CROSS
444075;948409;CROSS
330616;844103;POOL
330616;944197;CROSS
330616;739548;DIRECT
410535;989982;POOL
410535;837567;CROSS
493462;952577;CROSS
143752;640006;POOL
143752;739548;DIRECT
143752;948409;CROSS
348704;982796;POOL
263272;712763;POOL
263272;952577;DIRECT
263272;839564;DIRECT
307157;824499;POOL
307157;839564;CROSS
516156;837567;CROSS
516156;825232;DIRECT
422136;824499;DIRECT
422136;952577;CROSS
422136;739548;POOL
531440;627240;DIRECT
531440;620868;POOL
531440;994220;DIRECT
499444;620868;DIRECT
499444;640006;CROSS
422047;844103;POOL
422047;948409;DIRECT
422047;620868;POOL
180853;952577;CROSS
180853;979616;CROSS
188217;783033;POOL
188217;863780;DIRECT
315869;963732;POOL
164170;790279;POOL
151402;787748;POOL
151402;783033;DIRECT
268283;838215;POOL
